Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF35,OUT027,1809.7734
FDU43,OUT019,1112.9849
FDE24,OUT019,293.1783
FDK50,OUT049,2628.0762
FDG31,OUT045,999.292
FDC60,OUT045,1522.7671
FDL36,OUT013,1863.2811
FDP21,OUT013,2900.1611
FDW16,OUT045,1389.7338
FDX02,OUT017,3368.0486
FDQ58,OUT027,2159.6492
FDT51,OUT046,2116.4263
FDD59,OUT049,1245.4333
NCM42,OUT018,905.2136
FDA57,OUT018,449.8659
FDZ48,OUT035,1707.13
FDE46,OUT045,2492.92
NCZ30,OUT019,379.7584
FDB56,OUT017,2957.6519
FDA25,OUT027,1914.6453
FDD20,OUT013,770.3497
FDL25,OUT013,1178.8575
NCO18,OUT049,944.1502
FDJ45,OUT017,537.413
FDR12,OUT035,2612.005
NCF19,OUT010,494.84796
FDK25,OUT046,2583.1763
NCR17,OUT046,794.23444
FDC52,OUT046,2282.9343
NCA54,OUT017,2916.0654
FDR45,OUT010,3855.8582
NCM19,OUT049,1764.7965
FDF39,OUT027,5148.763
FDX23,OUT049,1478.9241
FDD58,OUT027,2534.312
FDX28,OUT013,1619.0928
NCD31,OUT013,2478.9158
FDU57,OUT018,1274.0444
FDI27,OUT046,840.9165
NCM42,OUT046,1570.4794
FDD32,OUT027,1632.6073
FDI34,OUT013,4830.117
NCM29,OUT049,717.1737
FDG46,OUT018,1013.8825
DRC01,OUT010,437.97324
FDB15,OUT027,3251.3262
NCA17,OUT027,2306.0789
FDF10,OUT046,3092.2617
FDR26,OUT027,2362.0383
FDI02,OUT049,2177.544
NCM54,OUT010,1124.8386
FDF14,OUT013,2296.747
FDJ33,OUT010,1614.0603
FDM20,OUT035,3715.579
FDC03,OUT027,2590.3545
NCX05,OUT046,1756.8616
NCM41,OUT027,1755.8026
NCU29,OUT010,1814.1282
FDQ59,OUT017,1199.2136
FDH46,OUT010,309.85287
FDH09,OUT013,871.72314
NCD06,OUT045,841.47
FDC15,OUT035,3025.9922
DRD37,OUT027,714.52264
FDT28,OUT027,2305.2063
FDR28,OUT027,2279.3682
FDT38,OUT017,1680.6884
FDV34,OUT027,601.39307
FDY52,OUT035,935.2318
FDB34,OUT013,1326.4434
DRL23,OUT018,1292.7003
DRB24,OUT046,2337.1624
FDJ50,OUT046,865.9927
FDQ49,OUT035,2356.9941
FDP20,OUT035,2540.1768
FDV19,OUT027,2429.8105
NCR54,OUT045,2854.796
FDO09,OUT010,1264.3596
FDS57,OUT018,1692.7389
FDN10,OUT049,2409.3022
FDV23,OUT049,715.081
FDY28,OUT049,3416.973
DRG51,OUT013,2669.579
FDD45,OUT019,463.58722
NCL18,OUT027,2565.52
NCM29,OUT013,1910.5985
FDF17,OUT027,2656.141
FDE22,OUT017,924.8929
FDQ22,OUT017,556.93774
FDS01,OUT013,2889.2583
FDW35,OUT027,923.63214
FDJ33,OUT046,1948.0746
NCF54,OUT035,923.71454
FDE09,OUT013,1663.6179
NCE06,OUT045,2569.542
DRH49,OUT049,1466.5199
FDY43,OUT045,917.2369
NCT05,OUT017,4096.445
FDZ34,OUT045,2860.0337
FDL38,OUT017,1337.2284
FDZ31,OUT017,2899.378
FDR14,OUT035,823.9915
NCN54,OUT049,1139.6575
NCC42,OUT027,3146.7288
FDK08,OUT017,1222.6521
FDP59,OUT013,1871.874
FDV22,OUT035,2679.9858
FDD33,OUT035,3701.5796
DRE60,OUT027,3417.9153
FDK52,OUT046,1514.4537
FDA02,OUT017,2469.2473
FDM56,OUT049,1605.2283
FDE57,OUT035,2010.9537
FDM32,OUT045,1866.7289
NCQ30,OUT027,2982.7815
FDQ27,OUT027,1843.0865
FDT60,OUT027,2226.2717
FDU43,OUT049,3747.1274
NCO55,OUT035,1491.2761
FDG02,OUT045,2804.389
FDJ28,OUT013,2923.364
FDP40,OUT045,1593.0994
FDJ38,OUT045,2851.5017
NCC54,OUT017,4897.491
NCZ41,OUT046,1876.0995
FDK38,OUT019,733.046
FDU52,OUT013,2386.8362
FDC40,OUT046,1251.9598
NCR30,OUT017,1240.2256
NCN18,OUT017,1543.5629
FDB50,OUT035,1487.7278
FDG04,OUT013,2862.263
FDR26,OUT035,2728.1555
NCT17,OUT018,2415.6785
FDX35,OUT027,1429.339
FDS12,OUT046,1845.9742
NCZ29,OUT027,1202.3336
FDB38,OUT010,1496.2576
FDP12,OUT013,604.21967
FDP22,OUT046,957.12616
FDS26,OUT018,3121.985
FDR52,OUT046,3004.865
DRJ13,OUT046,3292.5867
FDU48,OUT027,2284.456
FDE29,OUT035,306.26184
NCT29,OUT049,1836.9987
DRK37,OUT018,1621.4498
FDK55,OUT046,1687.3677
FDR07,OUT046,421.98117
FDO21,OUT027,3338.2744
FDK46,OUT049,3949.2148
FDB12,OUT045,1471.7375
FDT31,OUT027,2741.596
FDJ33,OUT045,2504.2932
FDC26,OUT027,2615.949
NCQ02,OUT045,4343.366
FDP08,OUT010,2524.6584
FDB11,OUT027,5625.697
FDV55,OUT013,2308.3623
FDW20,OUT049,1839.4347
NCJ18,OUT019,270.44437
FDC41,OUT018,688.0979
FDE14,OUT027,1926.8439
FDG35,OUT013,2617.0496
FDF45,OUT035,855.72955
FDS19,OUT027,2038.6902
FDS58,OUT019,715.33466
FDA26,OUT017,3503.5315
FDM32,OUT049,1321.3223
FDL45,OUT046,2042.0363
FDZ55,OUT049,2457.219
FDY37,OUT049,1955.2725
FDO46,OUT046,2846.6282
FDQ60,OUT046,1917.0621
FDA19,OUT018,1550.478
FDL15,OUT046,2476.8123
FDM10,OUT018,2691.8586
NCL05,OUT017,611.5717
DRK49,OUT010,91.3853
NCE18,OUT027,1857.0884
FDG40,OUT049,527.52014
DRI59,OUT045,3311.2654
FDK28,OUT035,3659.9724
NCD06,OUT019,126.62517
FDO11,OUT019,721.3746
FDK27,OUT046,1943.4037
FDT43,OUT027,1007.0486
FDD38,OUT018,947.0403
FDA16,OUT049,3342.5623
FDL14,OUT027,2313.0322
NCM17,OUT049,622.93604
FDD20,OUT045,1995.6827
FDA40,OUT045,1682.5569
FDL43,OUT045,1250.2803
FDV15,OUT045,2075.4436
FDE52,OUT046,1365.7106
NCL17,OUT010,1279.4015
NCJ31,OUT045,3695.3987
FDR60,OUT045,1469.9585
NCA18,OUT035,2403.7334
FDS21,OUT027,1280.719
FDW09,OUT035,1215.3815
FDL26,OUT035,3100.2544
FDS47,OUT018,1184.437
FDC39,OUT046,3358.1829
FDT51,OUT035,1504.804
FDK40,OUT035,5238.1953
NCG19,OUT045,3559.7778
FDZ07,OUT046,984.6439
FDF08,OUT027,1780.4536
FDO04,OUT013,822.7015
FDK41,OUT018,1062.0763
FDP15,OUT049,3867.8381
NCD43,OUT018,895.27936
NCP18,OUT013,3094.0344
FDZ51,OUT046,1881.7087
DRH13,OUT035,1650.8387
FDF38,OUT045,584.40985
NCI43,OUT045,740.08905
FDM38,OUT027,597.101
FDS03,OUT013,983.35846
DRJ47,OUT017,2733.297
FDT50,OUT010,1030.4452
FDV02,OUT046,2653.9458
NCG18,OUT017,1666.4506
FDW52,OUT046,2481.044
FDS40,OUT035,745.8833
FDN31,OUT017,4351.603
FDA37,OUT045,1809.5132
FDA15,OUT046,4194.723
FDL39,OUT046,2906.7285
FDJ53,OUT045,1804.856
FDX22,OUT013,3335.2795
NCZ42,OUT045,1611.2534
FDD56,OUT027,1077.9675
FDD40,OUT017,2906.7822
FDS50,OUT013,3469.3625
NCN14,OUT013,2924.988
FDT15,OUT013,3030.5671
NCS18,OUT027,1955.1967
NCO26,OUT010,1064.5814
FDF58,OUT018,741.51624
NCB19,OUT013,1380.002
FDH26,OUT017,2590.4302
DRB24,OUT027,3658.4834
FDA49,OUT018,1132.5363
FDB32,OUT045,1327.0232
FDI36,OUT017,3051.0703
NCA17,OUT010,2278.6174
FDH22,OUT013,1992.301
NCM26,OUT018,2303.1074
FDT15,OUT027,2729.8765
FDB16,OUT018,1125.8282
NCP54,OUT027,3054.9084
FDJ36,OUT013,1522.4164
FDO28,OUT045,1869.8722
FDU09,OUT013,996.85974
FDF29,OUT017,1905.82
FDY08,OUT013,811.32074
DRJ59,OUT018,351.11148
FDT23,OUT027,1561.0461
FDU15,OUT018,360.64792
FDT47,OUT013,1644.9268
FDI53,OUT019,414.69696
FDR59,OUT018,2169.3276
FDD53,OUT035,579.3657
FDY51,OUT017,3592.5178
FDT04,OUT049,582.4283
FDU51,OUT049,3763.858
FDG14,OUT035,2497.2378
NCU06,OUT045,3482.2542
DRG25,OUT046,2993.725
DRH49,OUT035,1202.6553
FDN15,OUT035,2611.1306
FDL43,OUT018,915.1582
NCT18,OUT049,3007.5928
NCB31,OUT013,3443.3977
FDK57,OUT035,1928.759
FDY04,OUT019,793.55774
NCP54,OUT046,2028.2556
FDF41,OUT013,3706.9849
FDM01,OUT045,1551.9653
FDW03,OUT045,1534.1195
FDF28,OUT045,1856.271
FDY37,OUT017,2087.468
FDQ03,OUT017,4892.655
FDP51,OUT027,2058.7166
FDJ40,OUT017,2106.318
FDC32,OUT049,1311.3932
DRI49,OUT027,1577.0831
NCW54,OUT017,1013.8588
FDF09,OUT017,714.411
FDP45,OUT018,2105.607
DRJ23,OUT018,2407.4714
FDS59,OUT017,1632.5112
FDY08,OUT046,1894.7958
FDX16,OUT049,2302.839
FDY16,OUT018,1615.4948
FDK32,OUT035,2372.167
FDQ22,OUT013,747.71405
NCC31,OUT018,1300.7303
FDG58,OUT049,2279.6355
DRF48,OUT013,2994.2622
DRH36,OUT049,1107.2405
NCR30,OUT035,1239.4308
FDB03,OUT019,712.5337
FDZ28,OUT027,1211.8752
FDR35,OUT017,2928.1338
DRD15,OUT027,5778.827
FDJ33,OUT019,354.57535
FDA56,OUT010,1067.2432
FDP56,OUT046,730.5092
NCT30,OUT046,752.0291
FDK15,OUT017,1519.8505
FDH44,OUT018,1311.707
FDV01,OUT013,2305.4038
DRG03,OUT017,2312.8816
FDG50,OUT027,1653.7522
FDR16,OUT010,3588.0256
FDZ60,OUT046,1356.3856
DRG03,OUT045,2293.4175
FDS56,OUT018,3118.1147
FDU33,OUT045,739.3033
DRD27,OUT035,1373.3473
FDW22,OUT046,3538.4526
DRA24,OUT045,2478.5435
FDF38,OUT049,580.3187
FDX48,OUT013,2476.398
FDS58,OUT018,1467.4587
FDC32,OUT046,1409.2273
NCQ29,OUT045,3745.4014
DRK39,OUT018,745.64746
NCS38,OUT017,1747.157
DRO47,OUT013,1674.2382
DRG27,OUT027,681.8567
FDC57,OUT027,2717.7102
FDS55,OUT046,3067.449
NCJ06,OUT018,1112.1693
FDO01,OUT019,49.648262
NCM55,OUT045,4367.236
FDC52,OUT049,2455.9543
FDQ15,OUT045,1143.4985
NCT30,OUT027,1014.3246
NCR42,OUT027,714.4284
FDD28,OUT035,820.7957
FDQ34,OUT049,1518.8324
FDZ12,OUT027,2196.0332
DRE13,OUT019,42.743484
NCN07,OUT019,369.7686
FDM28,OUT035,2949.9175
FDI10,OUT017,2706.517
FDQ25,OUT013,2704.2136
FDA38,OUT010,1980.775
DRI13,OUT049,3362.4368
FDY20,OUT027,2507.669
NCZ53,OUT035,2991.8872
NCM31,OUT013,2287.4644
DRB01,OUT017,2872.6567
DRF37,OUT046,3903.2559
NCF42,OUT049,2718.5913
FDF16,OUT018,1727.417
FDB41,OUT013,706.165
FDR34,OUT013,3819.6272
FDR15,OUT018,1308.7351
NCV42,OUT019,533.3467
FDW51,OUT035,3442.5447
FDU36,OUT017,1943.3817
FDX60,OUT049,1247.685
FDY03,OUT035,1740.7401
FDW55,OUT045,2495.9534
FDT01,OUT010,2265.3188
FDG58,OUT013,2296.0935
FDK21,OUT017,4019.1072
NCS41,OUT019,113.67441
FDS10,OUT045,2948.3948
NCT53,OUT046,2504.201
FDJ28,OUT018,2440.0342
FDX44,OUT045,1281.9951
FDT20,OUT018,445.6331
FDO44,OUT017,2119.7444
NCX17,OUT049,3273.6794
FDY01,OUT017,1883.9745
FDJ12,OUT027,5371.7065
DRK35,OUT018,310.79578
FDD47,OUT019,524.74445
NCM53,OUT035,1630.2932
FDO45,OUT013,452.3775
NCM42,OUT010,953.1267
FDE04,OUT046,2812.7441
NCI30,OUT027,3226.1514
FDZ19,OUT013,2701.134
FDW57,OUT013,2687.3232
FDA25,OUT013,1646.6322
FDT22,OUT046,878.60345
FDP51,OUT013,2422.5984
FDD48,OUT027,2089.496
FDY39,OUT035,3000.0916
FDO48,OUT010,2941.0745
FDD23,OUT027,2714.131
DRN35,OUT027,931.7297
FDT01,OUT035,3521.9375
FDC20,OUT010,532.63434
DRJ35,OUT035,974.48346
FDB32,OUT046,1380.6437
FDL24,OUT046,3741.7883
NCV42,OUT035,720.13403
FDZ46,OUT046,1524.6842
FDC15,OUT013,2276.2202
FDD08,OUT019,116.81327
FDY50,OUT049,1477.7362
FDD36,OUT013,1804.889
FDG57,OUT027,993.4148
FDL21,OUT018,386.94562
FDN16,OUT027,1884.3818
FDJ09,OUT027,901.9103
FDS01,OUT010,1615.8569
FDV33,OUT017,3811.9243
DRE12,OUT017,2425.2356
FDR07,OUT013,1460.4594
FDP48,OUT010,1620.4177
NCB55,OUT035,860.37
FDQ08,OUT013,905.2442
FDR34,OUT035,3772.5894
FDO33,OUT046,1633.5344
FDP13,OUT045,599.523
FDX12,OUT049,1596.7063
NCT06,OUT049,3321.5435
FDR16,OUT019,432.42352
FDE36,OUT046,2653.1824
FDZ36,OUT049,2994.2622
FDV13,OUT045,1291.7823
NCZ17,OUT035,576.1537
FDU56,OUT045,2904.666
FDM09,OUT035,899.78174
FDV02,OUT017,2653.9458
FDS34,OUT018,1008.452
FDA11,OUT049,1329.9966
FDP09,OUT017,3232.386
FDB29,OUT027,2887.0327
FDT19,OUT017,2769.1956
DRH15,OUT017,631.3701
FDY38,OUT046,3552.9424
FDF14,OUT027,2282.7664
FDN48,OUT010,1391.6581
FDQ12,OUT013,3604.8953
NCJ43,OUT045,2750.6926
FDE17,OUT019,714.7023
FDB05,OUT035,3646.2185
FDH10,OUT045,2205.2478
NCR06,OUT017,644.1985
FDU32,OUT018,1588.3754
FDD56,OUT049,915.2966
FDO36,OUT018,3263.6553
FDH16,OUT010,914.36566
FDX10,OUT018,298.94846
FDZ37,OUT017,1282.7732
FDU31,OUT010,1904.6893
DRC49,OUT049,1869.6627
FDL15,OUT045,2455.4739
FDN32,OUT019,1002.3829
DRH59,OUT027,1428.8556
NCU29,OUT049,2295.664
FDR37,OUT019,553.6571
FDS14,OUT018,1302.4199
FDU02,OUT027,5615.7515
FDJ08,OUT035,1207.877
NCZ06,OUT045,3409.6707
FDO31,OUT049,1212.2893
FDH31,OUT018,945.72205
FDS58,OUT017,2444.3223
NCA53,OUT027,939.7616
FDF50,OUT046,2916.0632
NCW42,OUT049,3474.5784
NCQ17,OUT045,2278.48
FDK51,OUT018,3678.4915
NCW41,OUT010,2011.3119
NCR29,OUT017,884.9433
FDB08,OUT019,335.8146
FDA40,OUT027,1693.6191
FDL14,OUT018,1446.5315
FDB47,OUT046,4575.6465
FDO03,OUT035,3672.5703
DRK13,OUT019,593.4023
FDX13,OUT010,1529.1792
FDF52,OUT046,2959.0945
FDT11,OUT013,3025.6523
FDB08,OUT013,2628.0762
FDQ28,OUT018,1797.5835
FDD29,OUT045,5204.661
NCQ29,OUT027,3475.597
NCO02,OUT013,918.08966
FDR56,OUT010,2436.1204
NCM54,OUT049,1915.3647
FDP51,OUT035,2423.0938
FDT38,OUT013,446.90652
FDZ20,OUT018,2304.6116
FDJ53,OUT013,1813.6616
FDX13,OUT049,3759.119
FDP58,OUT035,3552.979
NCK31,OUT019,279.50687
FDA35,OUT018,1610.3407
FDV37,OUT018,1623.0656
NCO07,OUT027,2929.2358
FDA20,OUT045,1194.276
FDZ59,OUT035,2554.396
NCY17,OUT017,660.54706
FDQ28,OUT035,2488.6052
FDV35,OUT017,3061.126
FDQ36,OUT013,522.5896
FDD34,OUT018,1987.1322
FDK51,OUT045,3830.403
FDV31,OUT035,3712.9944
FDR04,OUT035,1338.7816
FDR14,OUT049,825.7609
DRC36,OUT010,1625.3253
FDE39,OUT019,356.08282
FDP57,OUT049,1517.4862
FDE57,OUT046,1890.6265
NCN18,OUT046,1549.314
NCQ05,OUT018,1315.457
FDW47,OUT035,1871.6163
FDV46,OUT035,1906.5339
NCP29,OUT045,939.3254
FDE09,OUT018,1353.8467
NCU06,OUT027,3375.8757
FDT19,OUT010,1180.4774
DRF15,OUT017,2420.5205
DRI51,OUT013,2731.5198
NCX54,OUT013,2088.1523
DRE01,OUT013,3823.6292
NCB07,OUT045,4354.2593
FDU50,OUT035,1873.4896
FDG40,OUT035,522.5741
FDW10,OUT018,2032.7789
FDX51,OUT013,2883.6038
NCP17,OUT045,1019.85596
FDP21,OUT035,2895.7346
FDL04,OUT045,2068.7683
FDV23,OUT013,1934.6371
FDF24,OUT046,1253.334
FDH56,OUT027,2157.4146
FDB51,OUT049,907.872
FDI58,OUT027,1763.1477
FDR20,OUT013,840.07416
FDC51,OUT018,1557.3262
FDB16,OUT027,1654.432
FDE40,OUT049,997.371
NCM17,OUT035,604.2039
FDU56,OUT035,4367.546
FDS32,OUT019,630.6658
FDX02,OUT049,4824.4756
FDT39,OUT027,2296.4644
FDE35,OUT017,822.34204
NCI42,OUT019,1061.9994
DRL23,OUT046,1545.5966
FDA10,OUT046,2513.985
FDA11,OUT013,1329.9966
NCM06,OUT046,2286.5212
NCT05,OUT035,1657.1223
NCQ02,OUT010,3435.3467
NCY06,OUT049,2040.9951
FDY56,OUT035,3569.0327
FDL02,OUT035,1623.0137
NCI06,OUT035,935.73376
FDQ14,OUT045,3035.0535
FDQ12,OUT017,3765.1663
FDP36,OUT046,712.0795
FDK21,OUT027,3520.978
FDO40,OUT045,3097.8154
NCK54,OUT019,257.697
FDY09,OUT018,2240.2683
NCW30,OUT049,3537.5125
NCC55,OUT027,618.4949
FDE58,OUT018,1038.9166
FDR39,OUT013,3012.805
FDU28,OUT049,2868.9055
FDH08,OUT017,4964.3
FDG35,OUT045,2484.374
FDG22,OUT049,600.2572
FDC34,OUT035,2315.0955
FDP15,OUT018,3132.4062
FDK34,OUT010,3804.4226
FDU45,OUT035,800.5516
FDQ04,OUT027,691.6265
FDX22,OUT018,1851.086
FDB45,OUT017,1488.0486
NCH43,OUT027,5128.658
DRE60,OUT046,3687.1677
FDD17,OUT027,3412.0288
NCM54,OUT017,2059.1912
NCH55,OUT013,709.561
NCT06,OUT017,2483.158
FDA48,OUT027,5289.2563
FDY58,OUT027,3380.3196
FDO25,OUT045,3245.106
FDN50,OUT045,452.4531
FDH35,OUT035,2424.6768
FDK09,OUT045,3548.9119
FDO16,OUT013,1385.4834
FDW11,OUT045,1175.6332
FDU47,OUT027,2248.2507
NCQ42,OUT010,1094.2828
FDK55,OUT027,1800.9194
FDN08,OUT049,2407.31
FDT57,OUT045,5125.2056
FDJ12,OUT018,2764.3044
DRL59,OUT017,802.08417
NCN53,OUT046,569.9094
FDO51,OUT010,401.88193
FDK56,OUT017,2993.5015
FDY12,OUT035,289.34375
FDU15,OUT035,546.98395
FDQ19,OUT046,3644.1926
DRF15,OUT045,2286.4653
DRE25,OUT019,254.56157
FDK57,OUT018,1595.2545
FDD33,OUT010,3025.7102
FDR34,OUT027,3431.1523
FDU04,OUT045,2487.8455
FDE35,OUT019,301.95114
NCD31,OUT035,2572.1682
FDJ56,OUT035,1689.5862
NCU53,OUT046,2724.26
FDD39,OUT035,3170.4172
NCU17,OUT019,533.8637
FDJ20,OUT046,1806.0822
NCW41,OUT018,1516.1863
FDL52,OUT035,577.4934
FDS39,OUT035,2600.6758
DRJ47,OUT045,2653.978
FDP13,OUT010,79.26536
DRK39,OUT010,778.4337
FDF28,OUT010,1553.4065
FDB09,OUT045,1955.6704
FDM51,OUT046,1280.4641
DRM49,OUT018,357.5107
DRF23,OUT013,2728.9094
DRH01,OUT035,3771.343
FDH12,OUT027,2593.9736
FDA28,OUT019,600.3381
FDW37,OUT018,1148.381
FDF02,OUT046,1616.186
DRL37,OUT046,602.41266
NCF43,OUT046,1870.7352
FDH08,OUT010,1946.843
FDR34,OUT019,536.7487
NCK19,OUT049,2871.7097
NCD55,OUT018,323.4844
FDT27,OUT049,3470.4717
FDQ57,OUT045,2421.1003
FDA47,OUT035,2441.3413
DRG15,OUT027,1286.9474
FDE05,OUT018,1749.7742
FDN46,OUT046,1639.8137
FDX27,OUT027,2453.7961
FDT51,OUT045,1648.6174
FDU33,OUT013,606.1179
FDJ16,OUT027,1253.8209
FDD20,OUT019,279.12042
FDT36,OUT049,209.58499
DRF15,OUT027,2160.0151
FDN52,OUT010,836.482
FDC22,OUT027,1387.6189
FDX15,OUT045,2459.6472
FDT13,OUT013,2921.159
FDU04,OUT017,1823.172
FDU31,OUT019,1065.0663
FDW59,OUT027,2115.8174
NCO29,OUT046,2619.085
FDL15,OUT035,892.3746
FDI41,OUT049,3014.1638
FDQ48,OUT049,1493.7045
DRI39,OUT013,875.7222
FDI08,OUT013,3942.9617
FDC21,OUT049,2122.022
FDF58,OUT035,931.28925
FDS08,OUT010,1675.7461
FDE47,OUT045,1977.3357
NCP18,OUT019,455.03305
NCR41,OUT013,1921.548
FDA27,OUT013,4162.122
FDA43,OUT035,2957.9026
FDA49,OUT045,1288.8346
NCE55,OUT018,3274.183
DRM49,OUT027,872.08
FDF22,OUT027,2898.5383
FDQ15,OUT018,943.0132
NCS54,OUT017,2749.6194
NCY05,OUT013,558.12616
FDR45,OUT046,5084.8364
FDK57,OUT049,1824.2913
FDF41,OUT010,1374.5176
FDV21,OUT046,2047.3898
FDD51,OUT046,844.9851
FDF33,OUT046,1682.4199
FDA38,OUT046,3550.8577
FDR56,OUT045,2868.2065
NCN41,OUT017,1840.7341
FDC60,OUT027,1627.891
FDB47,OUT045,3202.7393
DRH01,OUT013,2707.2434
FDW08,OUT046,1617.2572
FDF38,OUT027,941.0969
FDY32,OUT017,2478.3633
FDG34,OUT049,639.6156
FDG47,OUT019,482.52557
NCF18,OUT035,2846.738
FDL39,OUT019,550.11084
NCH55,OUT035,2603.0361
DRJ35,OUT049,969.3602
FDS44,OUT035,3869.7368
DRE01,OUT018,2189.9104
FDY39,OUT013,2885.4854
FDY32,OUT018,2711.8599
FDR33,OUT027,1892.8665
NCP50,OUT049,1207.4008
FDZ47,OUT018,1230.505
FDU57,OUT049,2279.6355
FDY44,OUT013,3034.1052
DRH59,OUT018,159.9666
FDB03,OUT027,3288.6216
FDY46,OUT045,2838.4426
FDM39,OUT045,2676.5261
FDY36,OUT035,1024.3687
NCM55,OUT035,2882.7188
FDJ50,OUT010,677.4866
DRL60,OUT013,2529.7903
NCJ54,OUT049,3562.8071
FDX59,OUT017,590.88324
FDI07,OUT013,2940.9985
DRF51,OUT010,291.15176
FDM14,OUT017,647.53204
FDP21,OUT045,2765.5562
FDE40,OUT035,1180.341
FDE05,OUT035,2283.0789
FDM13,OUT027,2187.5457
FDC34,OUT027,2155.5088
NCI55,OUT018,1055.9722
NCE43,OUT018,2073.1968
FDW58,OUT018,1300.9202
FDG60,OUT045,3572.7202
FDV31,OUT017,3718.201
FDR47,OUT013,3053.629
FDM60,OUT019,128.96516
NCF06,OUT018,2728.2021
NCN26,OUT027,1957.1445
FDQ59,OUT049,1327.8083
FDF09,OUT046,614.5058
NCS06,OUT017,3771.214
FDT44,OUT046,1782.0082
FDI19,OUT017,3663.9624
FDT22,OUT017,913.96533
NCF54,OUT027,2368.6987
DRG25,OUT045,2767.3923
FDB59,OUT017,2985.1472
FDQ37,OUT017,2812.869
FDP56,OUT035,256.49045
FDW44,OUT035,2668.7585
FDJ26,OUT010,643.239
FDU43,OUT018,2915.6738
FDW33,OUT045,1472.7349
NCX53,OUT027,2269.3223
FDN56,OUT010,1780.6064
DRF15,OUT049,2263.1377
FDO33,OUT017,1777.186
FDZ39,OUT010,315.1876
NCJ19,OUT017,828.6354
FDU01,OUT035,3009.6243
FDT12,OUT035,3502.932
NCM18,OUT018,622.63226
FDP19,OUT017,1986.4214
NCR42,OUT049,533.25824
FDN10,OUT046,1808.8231
FDG44,OUT017,900.18304
FDQ10,OUT046,2810.3083
DRH13,OUT049,1539.7408
FDT52,OUT013,3707.26
FDM56,OUT045,1490.7351
NCO43,OUT010,1288.6105
NCV29,OUT035,2624.3457
NCF06,OUT013,3568.46
FDO50,OUT035,1332.096
FDT59,OUT013,3851.3586
FDX40,OUT027,772.07965
FDE50,OUT017,4428.8794
FDX51,OUT017,4401.233
NCD30,OUT018,1413.2213
FDK15,OUT013,1604.2351
FDL12,OUT045,1024.9829
FDK46,OUT017,5144.461
DRH49,OUT010,880.6166
FDQ57,OUT046,2442.2437
FDY59,OUT017,1449.4005
FDO09,OUT018,1980.0928
NCG30,OUT035,2577.7717
FDM09,OUT017,2551.9175
NCN17,OUT027,1884.1818
NCS42,OUT013,1298.7019
FDD02,OUT019,529.27325
FDE34,OUT013,2881.291
FDU38,OUT045,2835.3452
FDB33,OUT046,2738.671
NCJ29,OUT017,1685.435
FDZ27,OUT035,840.09753
FDI40,OUT013,1456.8529
FDG22,OUT013,535.54895
FDT51,OUT017,1640.861
FDF20,OUT018,2444.6833
FDV50,OUT035,1843.842
FDT02,OUT049,611.0849
DRC49,OUT017,865.495
FDF26,OUT049,2296.2
FDV52,OUT035,1728.6017
FDX59,OUT049,718.67206
FDV25,OUT035,4762.5625
FDW23,OUT027,927.4352
FDE53,OUT018,906.9885
FDA19,OUT017,2008.6951
FDH22,OUT046,1986.5594
NCO41,OUT013,1547.0149
FDX12,OUT017,5053.4604
FDF17,OUT013,2965.4387
FDS11,OUT045,4769.1655
FDR51,OUT035,2318.5212
FDT49,OUT010,1137.642
FDC56,OUT013,778.9496
FDR13,OUT027,2102.1577
FDQ60,OUT035,2515.9312
FDN38,OUT049,3639.5286
NCL29,OUT013,922.2498
FDO13,OUT027,2181.6267
FDE26,OUT018,1785.6962
FDA31,OUT010,1619.3528
FDX14,OUT035,1155.7921
FDA34,OUT045,2806.8801
FDF26,OUT013,2325.5188
FDE38,OUT045,2706.5085
DRI11,OUT046,1803.0511
FDQ60,OUT027,2042.6964
FDL21,OUT027,774.1237
DRC12,OUT027,2747.8394
FDC47,OUT046,3705.2954
FDE57,OUT045,1877.6196
FDT14,OUT045,1806.1368
NCZ53,OUT046,2991.8872
FDE28,OUT018,1962.8175
FDR19,OUT035,2418.6514
NCF54,OUT019,573.9089
FDZ08,OUT046,1216.2356
NCJ05,OUT018,1298.749
FDF59,OUT046,1887.1792
NCO05,OUT035,1646.9125
FDW24,OUT018,393.04672
NCX42,OUT018,1456.0938
NCA53,OUT035,840.661
FDI45,OUT019,836.5453
FDG46,OUT046,1781.1139
FDM20,OUT010,2074.23
FDW11,OUT010,735.63184
FDX08,OUT035,2736.578
NCK17,OUT035,606.11255
FDK32,OUT018,1785.3601
NCA42,OUT035,2535.3
DRI01,OUT035,2756.7583
NCL55,OUT049,3921.3064
DRE25,OUT018,985.54205
FDD14,OUT017,4330.4707
FDB10,OUT046,3645.623
DRN11,OUT035,966.64294
FDP38,OUT018,563.9093
NCA30,OUT017,2968.8672
FDT15,OUT017,2893.8564
NCP55,OUT018,673.05475
FDF12,OUT035,2279.6355
FDM21,OUT018,3264.2827
FDX56,OUT035,3265.4922
FDF10,OUT017,2320.6372
FDT32,OUT045,2862.6162
FDM51,OUT018,1324.3523
NCR50,OUT018,2303.1074
FDI19,OUT049,3522.6555
FDX21,OUT017,1513.4912
FDR31,OUT035,2296.2
FDY02,OUT013,3928.6228
NCA29,OUT045,2760.8193
NCX17,OUT046,2924.7727
FDM12,OUT045,2859.0693
FDI53,OUT027,2281.9531
NCU30,OUT049,3308.103
